review_id,k,scale,n_specs,verdict,prosecution_theta,prosecution_p,prosecution_sig,prosecution_spec,defence_theta,defence_p,defence_sig,defence_spec,adversarial_gap,gap_class,robustness_score
CD014967,5,ratio,378,UNANIMOUS_NULL,0.6772,0.631115,False,FE/Wald/PET-PEESE,0.505,0.09881,False,FE/Wald/none,0.1722,Moderate,100.0
CD015003,10,ratio,693,SPLIT,1.0248,0.006763,True,DL/Wald/none,0.4915,0.067016,False,FE/HKSJ/none,0.5333,Extreme,5.77
CD015014,24,ratio,1575,UNANIMOUS_NULL,0.0024,0.966499,False,FE/Wald/trim-and-fill,-0.1609,0.096917,False,FE/Wald/PET-PEESE,0.1633,Moderate,37.33
CD015033,4,ratio,315,SPLIT,-0.2156,0.00401,True,FE/Wald/trim-and-fill,-0.2156,0.063667,False,FE/HKSJ/trim-and-fill,0.0,Narrow,10.16
CD015038,9,ratio,630,SPLIT,-2.4072,0.0,True,FE/Wald/trim-and-fill,-1.2727,0.052901,False,FE/HKSJ/none,1.1345,Extreme,56.98
CD015040,7,difference,504,SPLIT,-0.5284,0.005313,True,FE/Wald/none,-0.5284,0.064188,False,FE/HKSJ/none,0.0,Narrow,52.58
CD015042,7,ratio,504,UNANIMOUS_NULL,-0.005,0.814337,False,FE/Wald/trim-and-fill,-0.0437,0.167298,False,FE/Wald/none,0.0387,Narrow,70.83
CD015064,4,ratio,315,SPLIT,0.4535,0.000784,True,FE/Wald/none,-0.8673,0.130561,False,FE/Wald/PET-PEESE,1.3208,Extreme,63.49
CD015083,67,difference,4284,SPLIT,-0.1748,0.0,True,FE/Wald/trim-and-fill,0.0185,0.701974,False,HS/Wald/trim-and-fill,0.1933,Narrow,93.28
CD015087,7,ratio,504,SPLIT,-0.4114,0.005695,True,FE/Wald/none,-0.4114,0.067366,False,FE/HKSJ/none,0.0,Narrow,84.13
CD015120,5,ratio,378,UNANIMOUS_NULL,-0.0543,0.902988,False,REML/Wald/none,-0.9917,0.068604,False,FE/Wald/PET-PEESE,0.9373,Extreme,94.44
CD015122,9,ratio,630,SPLIT,-0.8739,0.000225,True,FE/Wald/none,-0.6426,0.056374,False,FE/HKSJ/none,0.2312,Moderate,46.83
CD015124,8,ratio,567,SPLIT,-0.9635,0.000666,True,FE/Wald/PET-PEESE,-1.014,0.052412,False,FE/Wald/PET-PEESE,0.0506,Narrow,96.3
CD015134,6,ratio,441,SPLIT,0.2315,0.002771,True,FE/Wald/none,0.1543,0.121804,False,FE/HKSJ/none,0.0772,Narrow,82.77
CD015140,5,ratio,378,UNANIMOUS_NULL,0.0466,0.936566,False,FE/Wald/PET-PEESE,-0.1815,0.240284,False,FE/Wald/trim-and-fill,0.2281,Moderate,66.67
CD015145,3,ratio,252,SPLIT,-0.4297,0.037556,True,FE/Wald/trim-and-fill,-0.8427,0.258173,False,FE/Wald/PET-PEESE,0.4129,Wide,88.89
CD015160,4,ratio,315,SPLIT,-1.7216,0.0,True,FE/Wald/PET-PEESE,12.0497,0.0,False,FE/Wald/PET-PEESE,13.7713,Extreme,15.56
CD015192,6,ratio,441,UNANIMOUS_NULL,0.015,0.974219,False,DL/Wald/none,2.8129,0.229861,False,FE/Wald/PET-PEESE,2.7979,Extreme,80.95
CD015213,12,ratio,819,SPLIT,-1.7184,3e-06,True,FE/Wald/none,-1.0259,0.161117,False,FE/Wald/PET-PEESE,0.6925,Extreme,66.67
CD015215,3,ratio,252,UNANIMOUS_NULL,0.1653,0.431646,False,FE/Wald/none,0.0273,0.165484,False,FE/Wald/PET-PEESE,0.138,Moderate,100.0
CD015219,18,ratio,1197,SPLIT,0.2174,5.2e-05,True,FE/Wald/none,0.1819,0.050111,False,FE/HKSJ/none,0.0354,Narrow,37.59
CD015229,9,difference,630,UNANIMOUS_SIGNIFICANT,-76.6067,0.0,True,FE/Wald/PET-PEESE,-59.0423,0.0,True,REML/Wald/none,17.5644,Extreme,100.0
CD015252,7,ratio,504,SPLIT,-0.121,0.009357,True,FE/Wald/none,-0.1188,0.053089,False,FE/HKSJ/none,0.0022,Narrow,31.55
CD015254,10,ratio,693,SPLIT,-0.1416,0.0,True,FE/Wald/none,-0.1114,0.050293,False,FE/HKSJ/trim-and-fill,0.0303,Narrow,31.6
CD015255,7,ratio,504,SPLIT,-0.3306,1.2e-05,True,FE/Wald/none,-0.3746,0.05035,False,DL/HKSJ/none,0.0441,Narrow,8.53
CD015284,5,ratio,378,SPLIT,0.6621,2e-06,True,FE/Wald/trim-and-fill,0.3605,0.138926,False,FE/HKSJ/none,0.3015,Wide,23.54
CD015314,21,ratio,1386,SPLIT,0.4593,0.0,True,FE/Wald/none,0.155,0.25109,False,FE/Wald/PET-PEESE,0.3044,Wide,66.67
CD015326,16,difference,1071,SPLIT,-0.0752,1e-06,True,FE/Wald/none,-0.0748,0.085155,False,FE/Wald/PET-PEESE,0.0004,Narrow,66.67
CD015328,27,difference,1764,SPLIT,-0.1439,2e-06,True,FE/Wald/trim-and-fill,-0.0122,0.094069,False,FE/HKSJ/none,0.1317,Narrow,22.05
CD015330,11,difference,756,UNANIMOUS_NULL,0.0009,0.991695,False,FE/Wald/PET-PEESE,0.0541,0.336,False,HS/Wald/trim-and-fill,0.0532,Narrow,72.22
CD015331,48,ratio,3087,SPLIT,-0.228,0.000611,True,FE/Wald/PET-PEESE,-0.2184,0.050496,False,FE/Wald/PET-PEESE,0.0096,Narrow,75.51
CD015332,5,ratio,378,SPLIT,-3.3839,0.0,True,FE/Wald/PET-PEESE,-0.1991,0.167457,False,FE/Wald/PET-PEESE,3.1848,Extreme,94.44
CD015350,9,ratio,630,SPLIT,-0.4769,0.013502,True,FE/Wald/none,-0.4769,0.063216,False,FE/HKSJ/none,0.0,Narrow,91.43
CD015373,5,ratio,378,UNANIMOUS_NULL,-0.0037,0.99536,False,REML/Wald/none,9.186,0.13172,False,FE/Wald/PET-PEESE,9.1897,Extreme,71.43
CD015383,5,difference,378,SPLIT,-8.4087,0.000263,True,FE/Wald/none,-7.9173,0.057503,False,FE/HKSJ/none,0.4913,Moderate,51.85
CD015387,21,ratio,1386,SPLIT,-0.2897,1e-06,True,FE/Wald/none,-0.203,0.08994,False,FE/Wald/PET-PEESE,0.0867,Narrow,66.67
CD015395,4,ratio,315,SPLIT,-1.8035,0.007895,True,FE/Wald/PET-PEESE,-1.8449,0.129595,False,FE/Wald/PET-PEESE,0.0413,Narrow,77.78
CD015432,8,ratio,567,UNANIMOUS_NULL,-0.0259,0.873394,False,DL/Wald/none,0.1654,0.032315,False,FE/Wald/trim-and-fill,0.1913,Moderate,51.85
CD015443,19,ratio,1260,SPLIT,0.7324,0.0,True,FE/Wald/none,0.5753,0.065386,False,FE/Wald/PET-PEESE,0.1571,Moderate,68.33
CD015448,7,difference,504,SPLIT,3.1167,0.03527,True,FE/Wald/none,3.1167,0.089158,False,FE/HKSJ/none,0.0,Narrow,68.85
CD015476,15,ratio,1008,SPLIT,0.183,0.0,True,FE/Wald/none,0.0686,0.085029,False,FE/HKSJ/trim-and-fill,0.1144,Moderate,68.55
CD015514,3,ratio,252,UNANIMOUS_NULL,0.0,1.0,False,FE/Wald/none,-0.6617,0.064708,False,FE/Wald/none,0.6617,Extreme,75.0
CD015518,12,difference,819,SPLIT,-0.5784,0.0,True,FE/Wald/trim-and-fill,-0.3553,0.571355,False,FE/Wald/PET-PEESE,0.2231,Moderate,66.67
CD015520,5,difference,378,SPLIT,-0.3483,0.010429,True,FE/Wald/PET-PEESE,-0.263,0.054186,False,FE/HKSJ/none,0.0854,Narrow,42.59
CD015524,4,ratio,315,UNANIMOUS_NULL,-0.4293,0.70044,False,FE/Wald/PET-PEESE,0.4001,0.162426,False,FE/Wald/PET-PEESE,0.8293,Extreme,93.33
CD015532,11,ratio,756,SPLIT,-0.283,0.002275,True,FE/Wald/trim-and-fill,-0.283,0.118986,False,FE/HKSJ/trim-and-fill,0.0,Narrow,66.8
CD015536,10,ratio,693,SPLIT,-0.7759,0.004927,True,FE/Wald/trim-and-fill,-0.7056,0.063404,False,FE/HKSJ/none,0.0703,Narrow,82.54
CD015551,3,ratio,252,UNANIMOUS_NULL,0.0042,0.899785,False,DL/Wald/none,0.0263,0.157415,False,FE/Wald/none,0.0221,Narrow,75.0
CD015573,4,ratio,315,UNANIMOUS_NULL,0.0317,0.995123,False,FE/Wald/PET-PEESE,2.8271,0.135582,False,FE/Wald/PET-PEESE,2.7954,Extreme,66.67
CD015584,13,ratio,882,UNANIMOUS_NULL,0.0018,0.813219,False,FE/Wald/none,-0.0529,0.050937,False,FE/Wald/PET-PEESE,0.0547,Narrow,66.67
CD015588,16,ratio,1071,SPLIT,-0.1719,2.1e-05,True,FE/Wald/trim-and-fill,-0.1002,0.055582,False,FE/Wald/PET-PEESE,0.0717,Narrow,68.63
CD015636,5,ratio,378,SPLIT,-1.2965,0.001887,True,FE/Wald/PET-PEESE,-1.5708,0.066333,False,FE/Wald/PET-PEESE,0.2743,Moderate,77.78
CD015673,14,ratio,945,SPLIT,-0.2066,0.006121,True,FE/Wald/PET-PEESE,-0.1611,0.051328,False,FE/HKSJ/none,0.0455,Narrow,91.85
CD015698,3,ratio,252,UNANIMOUS_NULL,0.3745,0.681231,False,FE/Wald/none,3.12,0.162807,False,FE/Wald/PET-PEESE,2.7454,Extreme,100.0
CD015721,6,ratio,441,UNANIMOUS_NULL,-0.0002,0.995472,False,HE/Wald/trim-and-fill,0.4954,0.072694,False,FE/Wald/PET-PEESE,0.4956,Wide,41.5
CD015746,6,ratio,441,SPLIT,-1.7391,0.0,True,FE/Wald/none,-1.1604,0.152854,False,FE/Wald/PET-PEESE,0.5788,Extreme,71.43
CD015749,3,ratio,252,UNANIMOUS_NULL,-0.0029,0.995831,False,HS/Wald/none,-18.3583,0.303224,False,FE/Wald/PET-PEESE,18.3554,Extreme,75.0
CD015751,3,ratio,252,UNANIMOUS_NULL,0.4076,0.656312,False,FE/Wald/none,0.8222,0.563513,False,FE/Wald/PET-PEESE,0.4147,Wide,100.0
CD015779,6,ratio,441,SPLIT,-0.9324,0.00117,True,FE/Wald/none,-1.155,0.069115,False,FE/HKSJ/none,0.2226,Moderate,60.32
CD015786,10,ratio,693,SPLIT,-2.6769,0.000282,True,FE/Wald/PET-PEESE,-4.388,0.051721,False,FE/Wald/PET-PEESE,1.7111,Extreme,78.79
CD015788,8,ratio,567,SPLIT,0.1853,0.000114,True,FE/Wald/none,0.182,0.074895,False,HE/HKSJ/none,0.0033,Narrow,15.87
CD015804,8,ratio,567,UNANIMOUS_NULL,0.0104,0.895473,False,FE/Wald/PET-PEESE,-0.038,0.106084,False,FE/Wald/PET-PEESE,0.0484,Narrow,96.3
CD015820,4,ratio,315,UNANIMOUS_NULL,-0.2104,0.82768,False,FE/Wald/PET-PEESE,0.135,0.212874,False,FE/Wald/PET-PEESE,0.3454,Wide,73.33
CD015824,5,ratio,378,SPLIT,-0.5684,0.002521,True,FE/Wald/PET-PEESE,-0.7501,0.096148,False,FE/Wald/PET-PEESE,0.1818,Moderate,67.99
CD015830,4,difference,315,SPLIT,-1.3819,4e-06,True,FE/Wald/trim-and-fill,-1.2794,0.068894,False,FE/HKSJ/none,0.1025,Narrow,31.43
CD015849,7,ratio,504,SPLIT,-0.2536,0.00331,True,FE/Wald/PET-PEESE,-0.2118,0.055855,False,FE/Wald/PET-PEESE,0.0418,Narrow,45.63
CD015854,5,ratio,378,SPLIT,-15.6358,0.036128,True,FE/Wald/PET-PEESE,0.657,0.112559,False,FE/Wald/PET-PEESE,16.2928,Extreme,88.89
CD015894,7,difference,504,SPLIT,-0.6796,0.0,True,FE/Wald/none,-0.8909,0.311917,False,FE/Wald/PET-PEESE,0.2113,Moderate,66.67
CD015932,10,ratio,693,SPLIT,-0.3255,0.0,True,FE/Wald/none,-0.0836,0.077256,False,FE/HKSJ/none,0.2419,Moderate,58.01
CD015968,3,difference,252,UNANIMOUS_NULL,-0.2667,0.884341,False,HE/Wald/trim-and-fill,-2.124,0.17877,False,FE/Wald/none,1.8573,Extreme,91.67
CD016031,28,ratio,1827,SPLIT,-0.7432,0.000625,True,FE/Wald/trim-and-fill,0.6577,0.063591,False,FE/Wald/PET-PEESE,1.4009,Extreme,85.39
CD016064,5,ratio,378,UNANIMOUS_NULL,-0.0139,0.966586,False,FE/Wald/trim-and-fill,-0.8148,0.050475,False,FE/Wald/PET-PEESE,0.8009,Extreme,64.29
CD016119,16,ratio,1071,SPLIT,0.5427,0.0,True,FE/Wald/trim-and-fill,0.3336,0.0529,False,REML/HKSJ/none,0.209,Moderate,83.94
CD016120,4,ratio,315,SPLIT,-1.1849,0.000303,True,FE/Wald/trim-and-fill,-1.1849,0.159707,False,FE/HKSJ/trim-and-fill,0.0,Narrow,46.67
CD016131,5,ratio,378,SPLIT,-0.3299,0.035139,True,FE/Wald/trim-and-fill,-0.5441,0.098984,False,FE/Wald/PET-PEESE,0.2141,Moderate,88.89
CD016136,30,difference,1953,SPLIT,0.8886,0.0,True,FE/Wald/none,0.3767,0.153411,False,FE/Wald/PET-PEESE,0.5119,Wide,98.92
CD016147,3,ratio,252,SPLIT,-0.2995,0.044859,True,FE/Wald/none,-0.2995,0.447962,False,FE/HKSJ/none,0.0,Narrow,97.62
CD016148,4,ratio,315,UNANIMOUS_NULL,0.0123,0.962639,False,HS/Wald/trim-and-fill,-0.0656,0.124506,False,FE/Wald/PET-PEESE,0.0779,Narrow,66.67
CD016211,5,ratio,378,SPLIT,-0.4329,0.001503,True,FE/Wald/PET-PEESE,-0.8226,0.364193,False,FE/Wald/PET-PEESE,0.3897,Wide,83.33
CD016278,4,ratio,315,UNANIMOUS_NULL,-0.0119,0.954587,False,FE/Wald/trim-and-fill,0.4003,0.197494,False,FE/Wald/PET-PEESE,0.4122,Wide,93.33
